class	size	virtual_size	raw score(mean)	pval (mean)	raw score(median)	pval (median)	roc_rate	rocpval	log-1	log-2	log-3	log-4	log-5	log-6	log-7	log-8	log-9	log-10
repression_of_survival_gene_products_GO:0008634	9	4	2.01927869	0.37671	2.03366107	0.39534	0.616256633	0.34918377	0.311773529	0.407966121	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
"repression_of_transcription,_from_Pol_II_promoter_GO:0000122"	87	76	2.079541757	0.35538	2.042836044	0.38932	0.596209502	0.142458326	0.032947259	9.19E-05	0.031186765	0.142577455	0.161392977	0.179187226	0.113601355	0.243693446	0.403629112	0.514016445
repression_of_transcription_GO:0016481	73	63	2.2229632	0.30667	2.179688634	0.3468	0.573418241	0.070688474	0.068446237	0.00209433	0.105430107	0.097327498	0.197790301	0.14984768	0.165039972	0.310549214	0.471671195	0.57624204
respiration_GO:0007585	22	16	0.972125586	0.85169	0.967964181	0.83537	0.358710749	0.808192154	0.027433968	0.019319283	0.04287329	0.162436457	0.310667708	0.463423953	0.633672558	0.743681454	0.826706857	0.869710404
response_to_abiotic_stimulus_GO:0009628	112	88	2.586741006	0.20805	1.677171673	0.5199	0.559488802	0.1461938	0.043340221	0.036488713	0.014812892	0.001282971	0.005078766	0.013796056	0.008441601	0.055245417	0.371594028	0.360120179
response_to_bacteria_GO:0009617	18	13	1.684860139	0.51481	1.762091738	0.48724	0.522218817	0.425631223	0.20705954	0.188412441	0.219115	0.228456391	0.38687269	0.535374705	0.690311004	0.786178192	0.856762316	0.892793198
response_to_pathogenic_bacteria_GO:0009618	13	10	1.621210536	0.54336	1.761787742	0.48902	0.505841178	0.506952967	0.243953754	0.208351737	0.304173875	0.321267148	0.481730609	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
response_to_viruses_GO:0009615	23	19	1.464250992	0.61626	1.081332327	0.78472	0.458264182	0.663420217	0.172062047	0.138369694	0.09826255	0.264316076	0.249452774	0.401121406	0.581662863	0.703467572	0.797695367	0.847216329
retinoic_acid_receptor_GO:0003708	11	8	3.901203538	0.04676	2.40825075	0.28427	0.689581322	0.204268636	0.170058022	0.051885932	0.119173903	0.039150838	0.01352012	0.004515501	0.0010644	0.128882531	0.909276217	0.932614204
retinoid_binding_GO:0005501	7	6	2.901602955	0.14593	4.081445469	0.06003	0.694089264	0.209630164	0.148067816	0.065133259	0.063036818	0.017534075	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
retinol_binding_GO:0019841	5	5	3.103018257	0.11651	4.081445469	0.06003	0.720202629	0.218961746	0.219298011	0.031398328	0.038355956	0.00981733	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
retrograde_(Golgi_to_ER)_transport_GO:0006890	9	5	1.589196668	0.55751	1.230283495	0.71346	0.489711736	0.428804286	0.219298011	0.157656078	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
rhabdomere_GO:0016028	4	4	1.082711241	0.80286	1.684779302	0.51668	0.415551134	0.635802534	0.363346095	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
Rho_GTPase_activator_GO:0005100	22	16	2.408094035	0.25148	1.792980705	0.47452	0.5337032	0.40928395	0.178422063	0.211219713	0.243838987	0.282287313	0.214219681	0.134744756	0.063454168	0.030992818	0.158410895	0.122049749
Rho_guanyl-nucleotide_exchange_factor_GO:0005089	8	7	1.407041273	0.64529	1.430007983	0.62867	0.495941265	0.540076712	0.293566908	0.235337624	0.252313667	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
Rho_protein_signal_transduction_GO:0007266	34	26	2.462034801	0.23745	1.752145015	0.49237	0.589182402	0.245748392	0.103988665	0.14990093	0.192205005	0.086204845	0.073607038	0.088770806	0.129482294	0.069907164	0.228787639	0.181957103
Rho_small_monomeric_GTPase_GO:0003931	20	17	1.381684363	0.65757	1.480491656	0.60438	0.467646704	0.606464632	0.184005283	0.113658813	0.130364834	0.144976499	0.28875588	0.441651982	0.615840951	0.73002933	0.816922162	0.862147705
rhodopsin_mediated_signaling_GO:0016056	7	5	1.362536043	0.66632	1.684779302	0.51668	0.448438065	0.579905621	0.3408378	0.352456259	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
rhythmic_behavior_GO:0007622	12	11	1.431159811	0.63315	1.453096849	0.61916	0.499050859	0.547224447	0.138763972	0.253265918	0.114800029	0.286759815	0.447778078	0.589428563	0.73084252	0.815840862	0.877397572	0.908516276
ribonuclease_GO:0004540	6	5	1.354513117	0.67042	1.142753165	0.75518	0.430683874	0.682470066	0.3408378	0.352456259	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
ribonuclease_P_complex_GO:0005655	9	8	1.204137737	0.74523	1.142753165	0.75518	0.414469715	0.631105383	0.256698389	0.291254532	0.207232651	0.403221289	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
ribonuclease_P_GO:0004526	25	23	1.195814389	0.74989	1.142753165	0.75518	0.458905081	0.679373998	0.152493238	0.164349803	0.054084268	0.203083971	0.186146785	0.330853776	0.518870096	0.653190483	0.760575459	0.818114472
ribonucleoprotein_GO:0003733	13	10	2.063427271	0.36103	1.364524296	0.65512	0.483285059	0.468329218	0.147134357	0.223568331	0.304173875	0.386545575	0.36522222	0.304611602	0.217548119	0.831086475	0.887898911	0.916479896
ribonucleoside_metabolism_GO:0009119	5	5	1.223648356	0.73648	1.067645733	0.79142	0.498034013	0.553394396	0.3408378	0.157656078	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
ribonucleoside_monophosphate_biosynthesis_GO:0009156	6	4	1.246149045	0.72473	1.937605499	0.42497	0.452574771	0.585634755	0.363346095	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
ribonucleotide_biosynthesis_GO:0009260	6	4	1.246149045	0.72473	1.937605499	0.42497	0.452574771	0.585634755	0.363346095	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
ribonucleotide_metabolism_GO:0009259	6	4	1.246149045	0.72473	1.937605499	0.42497	0.452574771	0.585634755	0.363346095	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
ribosome_biogenesis_GO:0007046	40	33	3.849640604	0.04973	3.994000594	0.06533	0.771782939	0.004795698	8.40E-05	7.47E-07	5.92E-09	3.58E-07	4.93E-05	5.92E-04	0.172506266	0.542575852	0.675089476	0.749602792
ribulose_bisphosphate_carboxylase_complex_GO:0009573	16	12	1.853073395	0.44171	1.773426385	0.48333	0.590314663	0.319024168	0.040142204	0.233385741	0.246255415	0.36965538	0.416214723	0.561753522	0.710288953	0.800873112	0.867019182	0.900620903
RNA_catabolism_GO:0006401	21	20	1.307980011	0.69508	0.772171634	0.90643	0.418064282	0.771996509	0.106140369	0.062832316	0.084939313	0.248344133	0.352012613	0.377035706	0.565288881	0.690548994	0.788250623	0.839846561
RNA_dependent_adenosinetriphosphatase_GO:0008186	22	19	1.754908719	0.4828	1.594587046	0.55608	0.519225756	0.480509837	0.181233733	0.160605576	0.206341892	0.264316076	0.249452774	0.401121406	0.581662863	0.703467572	0.797695367	0.847216329
RNA_dependent_DNA_replication_GO:0006278	6	4	0.772996927	0.92701	0.969977688	0.83446	0.330107332	0.738248487	0.188107626	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
"RNA_elongation,_from_Pol_II_promoter_GO:0006368"	4	4	1.575066109	0.56402	1.311088671	0.67641	0.432736372	0.60841277	0.363346095	0.407966121	0.395968463	0.305396706	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
RNA_helicase_GO:0003724	31	28	1.81744237	0.45698	1.773426385	0.48333	0.539100836	0.415077553	0.136764594	0.134373653	0.110143044	0.140018665	0.129077289	0.260032805	0.449788705	0.595336418	0.716571776	0.783120157
RNA_ligase_GO:0008452	88	79	2.001569088	0.38383	1.690410709	0.51307	0.519891611	0.38760848	0.066295164	0.037453962	0.07713685	0.138141324	0.107129219	0.212607308	0.272173518	0.343032715	0.371236962	0.34956537
RNA_localization_GO:0006403	17	12	2.572166247	0.21109	1.364816644	0.65512	0.505110253	0.407801587	0.226417349	0.234679838	0.104240921	0.244379391	0.157685637	0.089743249	0.039080619	0.800873112	0.867019182	0.900620903
RNA_methyltransferase_GO:0008173	7	5	4.242401858	0.03066	2.948892647	0.17404	0.749728621	0.174601379	0.056411647	0.140685123	0.176686362	0.340818231	0.262961928	0.193560545	0.125362954	0.08511861	0.056349454	0.041927396
RNA_modification_GO:0009451	10	8	2.234911204	0.30257	1.517605976	0.58879	0.570176762	0.39190213	0.264348341	0.260293804	0.360648127	0.388016702	0.338068995	0.268215766	0.184207538	0.862431873	0.909276217	0.932614204
RNA_polymerase_I_transcription_factor_GO:0003701	6	5	1.683456052	0.51585	1.539152502	0.58002	0.481365336	0.531914283	0.3408378	0.352456259	0.406617398	0.340818231	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
RNA_polymerase_III_transcription_factor_GO:0003709	10	7	1.981156733	0.39134	1.842598542	0.45576	0.552987608	0.398444638	0.293566908	0.316051075	0.250464626	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
RNA_splicing_GO:0008380	115	91	1.779256741	0.47288	1.414217899	0.63598	0.509807073	0.356961193	0.084400317	0.090778372	0.109614031	0.037730651	0.030124961	0.055890467	0.073773347	0.184140912	0.337118806	0.450418247
rough_endoplasmic_reticulum_GO:0005791	4	4	2.722018282	0.17988	2.869199696	0.18726	0.780601785	0.191202841	0.100271249	0.081392712	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
rRNA_binding_GO:0019843	5	4	4.670619945	0.01709	4.345973433	0.0497	0.804661119	0.104121296	0.100271249	0.081392712	0.129025391	0.305396706	0.226278927	0.162449802	0.103177133	0.069357918	0.953570762	0.965727687
rRNA_processing_GO:0006364	27	26	2.347538176	0.2687	2.208429974	0.33887	0.640312529	0.15069912	0.016250763	0.008174523	0.046670673	0.163303607	0.169434445	0.286338073	0.476247984	0.61784048	0.73386239	0.796937118
S-adenosylmethionine-dependent_methyltransferase_GO:0008757	37	30	2.606191549	0.20388	1.604800681	0.55143	0.564351964	0.261450242	0.047647848	0.052095872	0.019232392	0.118744403	0.197691492	0.249775777	0.15473669	0.086960862	0.043350924	0.025477693
sarcoglycan_complex_GO:0016012	6	4	0.555897634	0.97735	0.617637281	0.95073	0.205107332	0.824184948	0.036501501	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
sarcomere_GO:0030017	8	6	1.182414736	0.7559	1.182643405	0.73663	0.400763973	0.575882624	0.287724492	0.10893881	0.307193464	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
satellite_DNA_binding_GO:0003696	4	4	2.351216572	0.26761	2.363790522	0.29367	0.714363242	0.261719155	0.100271249	0.081392712	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
scavenger_receptor_GO:0005044	17	14	1.324209117	0.68578	1.024201241	0.81072	0.439981716	0.67756848	0.187534432	0.226727261	0.193807064	0.203908983	0.3595959	0.510231549	0.670892621	0.771751163	0.846625565	0.885032591
secondary_metabolism_GO:0019748	8	4	1.293457946	0.70169	1.409870466	0.63791	0.486915099	0.54326475	0.363346095	0.407966121	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
second-messenger-mediated_signaling_GO:0019932	93	68	1.263527412	0.71699	0.932230444	0.85216	0.402250922	0.91640798	0.001108422	0.005586151	0.017728472	0.03835276	0.09078717	0.037655117	0.14296612	0.282914668	0.444252834	0.551475973
secreted_phospholipase_A2_GO:0004624	6	5	1.273794507	0.71184	1.578833337	0.56226	0.481510071	0.559575854	0.3408378	0.157656078	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
secretin-like_receptor_GO:0001633	23	17	1.272466797	0.71184	0.73277123	0.91751	0.361161834	0.843988495	0.088700497	0.113658813	0.226988182	0.296819274	0.372501088	0.370123503	0.615840951	0.73002933	0.816922162	0.862147705
secretory_granule_GO:0030141	6	6	1.733811119	0.49297	2.073116977	0.37816	0.505207077	0.514443322	0.298042945	0.194525902	0.217751929	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
secretory_vesicle_GO:0005803	4	4	2.076124231	0.35599	1.191721085	0.73292	0.724674385	0.476428037	0.311773529	0.273412745	0.129025391	0.05500358	0.025665489	0.011960251	0.004454242	0.928688831	0.953570762	0.965727687
secretory_vesicle_membrane_GO:0005804	39	35	4.448105509	0.02314	7.442492798	0.00372	0.52200875	0.242277085	0.134833382	0.128608874	0.120202015	0.092096011	0.133943786	0.145306084	0.058115682	0.522796623	0.659170222	0.736595531
selenium_binding_GO:0008430	17	15	1.765953143	0.47865	1.296022635	0.6819	0.521901542	0.466273419	0.152972781	0.156384713	0.24470743	0.328686901	0.334239222	0.486266315	0.652018197	0.757587172	0.836607538	0.877338514
septin_ring_GO:0005940	18	10	1.902678874	0.42159	1.922861841	0.42992	0.547634564	0.402222748	0.243953754	0.208351737	0.297605113	0.386545575	0.481730609	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
serine_carboxypeptidase_GO:0004185	7	5	0.345044539	0.99675	0.422695724	0.9845	0.145941382	0.910636968	0.015948497	0.157656078	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
serine_esterase_GO:0004759	13	11	1.616954971	0.54522	1.203822332	0.72548	0.468030943	0.504823174	0.182239912	0.253265918	0.274828401	0.379580663	0.447778078	0.589428563	0.73084252	0.815840862	0.877397572	0.908516276
serine_family_amino_acid_biosynthesis_GO:0009070	5	5	3.658907671	0.06214	1.502244871	0.59491	0.711253166	0.242233985	0.056411647	0.315002784	0.176686362	0.081855304	0.262961928	0.193560545	0.125362954	0.08511861	0.056349454	0.957342207
serine_family_amino_acid_catabolism_GO:0009071	4	4	2.988193255	0.13259	3.065027114	0.15607	0.627020019	0.356051337	0.311773529	0.273412745	0.129025391	0.305396706	0.226278927	0.162449802	0.103177133	0.928688831	0.953570762	0.965727687
serine_family_amino_acid_metabolism_GO:0009069	15	15	2.750803623	0.17385	1.502244871	0.59491	0.633297106	0.234979619	0.038309448	0.089752855	0.076147138	0.051811218	0.201611772	0.12368174	0.057115649	0.212459871	0.150270415	0.877338514
serine_metabolism_GO:0006563	4	4	1.658942348	0.52654	1.502244871	0.59491	0.575283406	0.437395866	0.311773529	0.407966121	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
serine_protease_inhibitor_GO:0004867	64	57	1.676535746	0.5188	0.91125243	0.8609	0.412799203	0.885227581	0.028510116	0.031987503	0.081887463	0.07845194	0.198494131	0.226384581	0.139483773	0.194439773	0.115969699	0.074271587
serine-type_endopeptidase_GO:0004252	122	99	1.177508525	0.75898	0.691826307	0.9307	0.354136707	0.992102663	4.92E-06	2.12E-05	3.92E-04	0.010110575	0.089581693	0.160909514	0.2421112	0.296519981	0.306208862	0.419739985
serotonin_receptor_GO:0004993	17	10	1.508629931	0.59497	1.312171951	0.67566	0.429374849	0.546409266	0.147134357	0.223568331	0.297605113	0.321267148	0.481730609	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
serpin_GO:0004868	27	24	2.089111302	0.35167	1.075546204	0.78775	0.445831319	0.721056094	0.133304858	0.059707369	0.116104992	0.261875958	0.274951859	0.211281651	0.116369332	0.061580535	0.029501581	0.017011054
sex_determination_GO:0007530	6	6	0.814582714	0.91291	0.703048445	0.92711	0.308423804	0.797977141	0.173576328	0.10893881	0.307193464	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
sex_differentiation_GO:0007548	16	12	1.654043569	0.52821	1.649253411	0.53091	0.511115806	0.510748476	0.182093169	0.063629492	0.246255415	0.36965538	0.378760262	0.561753522	0.710288953	0.800873112	0.867019182	0.900620903
SH3/SH2_adaptor_protein_GO:0005070	67	49	2.202865001	0.31319	1.942685429	0.42201	0.547325806	0.319374151	0.091101862	0.007122973	0.066853144	0.119812024	0.224277927	0.209206166	0.243989876	0.165944061	0.328582985	0.651572065
SH3-domain_binding_GO:0017124	6	4	2.572868604	0.21109	3.084611774	0.15375	0.73423179	0.232933807	0.100271249	0.081392712	0.129025391	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
sialyltransferase_GO:0008373	13	12	2.495002279	0.22943	0.959599428	0.83989	0.480172622	0.583095997	0.136540885	0.233385741	0.213371809	0.244379391	0.157685637	0.089743249	0.039080619	0.018338898	0.008114613	0.900620903
"siderochrome_biosynthesis,_from_catechol_GO:0019540"	14	11	3.87208137	0.04823	2.240142254	0.32916	0.694146047	0.150477641	0.059473919	0.141506183	0.025682964	0.00330104	0.004830643	0.01153071	0.033501255	0.015564205	0.115514727	0.908516276
siderochrome_biosynthesis_GO:0019290	14	11	3.87208137	0.04823	2.240142254	0.32916	0.694146047	0.150477641	0.059473919	0.141506183	0.025682964	0.00330104	0.004830643	0.01153071	0.033501255	0.015564205	0.115514727	0.908516276
siderochrome_metabolism_GO:0009237	14	11	3.87208137	0.04823	2.240142254	0.32916	0.694146047	0.150477641	0.059473919	0.141506183	0.025682964	0.00330104	0.004830643	0.01153071	0.033501255	0.015564205	0.115514727	0.908516276
sigma_DNA_polymerase_GO:0019984	10	9	2.138107445	0.33481	1.802705931	0.47183	0.657254334	0.246537788	0.039540462	0.180828505	0.28980653	0.38969625	0.518252831	0.64892451	0.77374303	0.846615073	0.89852464	0.924512343
signal_recognition_particle_GO:0005786	16	12	2.012112392	0.37906	1.916983631	0.43198	0.527754305	0.417419772	0.182093169	0.167713924	0.294565625	0.244379391	0.378760262	0.561753522	0.710288953	0.800873112	0.867019182	0.900620903
signal_sequence_receptor_GO:0005048	7	5	1.274566183	0.71085	0.975242236	0.8312	0.438764926	0.589130085	0.264739024	0.352456259	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
signaling_(initiator)_caspase_GO:0004200	14	5	1.806577024	0.46129	1.272667979	0.691	0.494487999	0.424305364	0.219298011	0.352456259	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
signalosome_complex_GO:0008180	5	5	2.275655632	0.28982	2.70810747	0.21658	0.597925461	0.377716973	0.3408378	0.140685123	0.406617398	0.340818231	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
single-strand_break_repair_GO:0000012	4	4	3.724135339	0.0573	5.161780778	0.025	0.784973468	0.186339426	0.100271249	0.081392712	0.129025391	0.05500358	0.025665489	0.162449802	0.892282934	0.928688831	0.953570762	0.965727687
single-stranded_DNA_binding_GO:0003697	36	24	1.924419864	0.41278	2.005594411	0.40118	0.576573582	0.232768014	0.030054759	0.131239381	0.211660212	0.189141886	0.173006483	0.31529689	0.504256687	0.641189401	0.751565863	0.810994414
