class	size	virtual_size	raw score (mean)	pval (mean)	raw score (median)	pval (median)	aroc rate	log-3	log-4	log-5	log-6
signal recognition particle(GO:0005786)	12	8	0.625285601	0.41264	0.458646698	0.75799	0.527531646	0.892272972	0.974525114	0.990835735	0.997242965
signal sequence receptor(GO:0005048)	10	6	0.368562638	0.71737	0.414523102	0.7954	0.352431355	0.918073823	0.980834526	0.993119687	0.997931748
signalosome complex(GO:0008180)	10	8	0.586355937	0.4515	0.426307035	0.78572	0.455307825	0.892272972	0.974525114	0.990835735	0.997242965
single-strand break repair(GO:0000012)	5	4	0.846199911	0.25256	0.4187742	0.7954	0.503134346	0.94461449	0.98718332	0.995408376	0.998620848
single-stranded DNA binding(GO:0003697)	30	23	0.927839302	0.21077	0.512219852	0.69716	0.585154743	0.720372573	0.92843627	0.973856214	0.992087193
single-stranded RNA binding(GO:0003727)	22	16	0.767301711	0.30207	0.622817643	0.5955	0.561729728	0.796066886	0.949676591	0.981747125	0.994491003
skeletal development(GO:0001501)	114	88	0.779427861	0.29527	0.474553494	0.73561	0.508182874	0.027755352	0.215850584	0.903263581	0.969950817
SMAD protein heteromerization(GO:0007183)	6	5	0.677588749	0.36856	0.580382902	0.63408	0.537282871	0.931250379	0.984003986	0.994263439	0.998276259
small monomeric GTPase(GO:0003925)	112	87	0.785325458	0.28855	0.497835175	0.71782	0.530551006	0.090530808	0.028949803	0.091461634	0.970288857
small nuclear ribonucleoprotein complex(GO:0030532)	15	12	0.464251646	0.5868	0.581758387	0.63408	0.443280375	0.842809444	0.962023493	0.986282008	0.99586635
small nuclear ribonucleoprotein(GO:0003734)	23	19	0.830656804	0.25852	0.431975551	0.77592	0.521652385	0.208302421	0.940516839	0.978358287	0.993460324
small nucleolar ribonucleoprotein complex(GO:0005732)	22	18	0.709117177	0.34467	0.499908154	0.71782	0.482526882	0.200152336	0.943560583	0.979486728	0.993803804
small protein activating enzyme(GO:0008641)	9	6	0.644082142	0.39468	0.589084489	0.63408	0.568990643	0.918073823	0.980834526	0.993119687	0.997931748
small protein conjugating enzyme(GO:0008639)	69	49	0.629113036	0.41264	0.44834998	0.76633	0.479928079	0.496679372	0.853482602	0.94504437	0.983192671
small ribosomal subunit(GO:0015935)	77	52	0.71835312	0.33733	0.470189932	0.73561	0.509250609	0.47578664	0.845219342	0.941769791	0.982169814
small-molecule carrier or transporter(GO:0005468)	21	15	0.713421355	0.33733	0.394322246	0.81458	0.48263657	0.807505697	0.952748913	0.982879083	0.994834721
S-methyltransferase(GO:0008172)	6	5	0.999105757	0.18098	0.831891611	0.44317	0.624594501	0.931250379	0.984003986	0.994263439	0.998276259
smooth endoplasmic reticulum(GO:0005790)	7	6	1.332486269	0.08495	0.491117602	0.71782	0.491294677	0.079059333	0.019016757	0.006862511	0.997931748
smooth muscle contraction regulation(GO:0006940)	6	5	1.155794746	0.12638	0.4187742	0.7954	0.591579432	0.931250379	0.984003986	0.994263439	0.998276259
smooth muscle contraction(GO:0006939)	15	13	1.270577266	0.09685	0.988645277	0.36205	0.716026748	0.830874657	0.958922335	0.985146523	0.995522395
SNAP receptor(GO:0005484)	8	7	0.51820596	0.52683	0.46607486	0.74743	0.477078094	0.905082213	0.977674912	0.991977119	0.997587317
SNARE binding(GO:0000149)	6	5	1.23843899	0.10558	1.113500166	0.29669	0.741562176	0.931250379	0.984003986	0.994263439	0.998276259
snRNP U1(GO:0005685)	5	5	0.42186821	0.63742	0.413578119	0.7954	0.41272288	0.931250379	0.984003986	0.994263439	0.998276259
snRNP U2(GO:0005686)	6	4	0.384917815	0.69111	0.312163931	0.88553	0.34147113	0.94461449	0.98718332	0.995408376	0.998620848
sodium channel(GO:0005272)	14	12	0.66524219	0.37734	0.578484915	0.6429	0.510351907	0.842809444	0.962023493	0.986282008	0.99586635
sodium transport(GO:0006814)	45	34	0.828504635	0.26413	0.484250637	0.72676	0.51701768	0.071015911	0.098758147	0.961571492	0.988317608
sodium transporter(GO:0015081)	54	39	0.782600107	0.28855	0.50641145	0.70846	0.540081315	0.322037494	0.881593197	0.956033776	0.986607322
sodium/potassium-exchanging ATPase complex(GO:0005890)	13	8	0.931234035	0.20637	0.645053567	0.57875	0.548302647	0.102473927	0.974525114	0.990835735	0.997242965
sodium/potassium-exchanging ATPase(GO:0005391)	13	9	0.95560407	0.1974	0.645053567	0.57875	0.610529277	0.113664693	0.971385102	0.989695533	0.996898693
sodium:dicarboxylate/tricarboxylate cotransporter(GO:0005311)	6	5	0.667041602	0.37734	0.217847481	0.95507	0.42144254	0.931250379	0.984003986	0.994263439	0.998276259
solute:cation antiporter(GO:0015298)	6	4	0.297097779	0.81009	0.351578509	0.84964	0.313118242	0.94461449	0.98718332	0.995408376	0.998620848
solute:cation symporter(GO:0015294)	25	20	0.535142729	0.50472	0.319995547	0.88553	0.403111316	0.751896778	0.937482564	0.977231016	0.993116922
solute:sodium symporter(GO:0015370)	22	18	0.495254744	0.55061	0.319995547	0.88553	0.411341526	0.773669239	0.943560583	0.979486728	0.993803804
solute:solute antiporter(GO:0015300)	6	4	0.297097779	0.81009	0.351578509	0.84964	0.313118242	0.94461449	0.98718332	0.995408376	0.998620848
specific RNA polymerase II transcription factor(GO:0003704)	69	51	0.65511438	0.3857	0.383338625	0.82296	0.442490538	0.127048538	0.847965153	0.942860181	0.982510688
spectrin(GO:0008091)	4	4	0.856462758	0.2472	0.45010453	0.75799	0.488296526	0.94461449	0.98718332	0.995408376	0.998620848
spermatid development(GO:0007286)	9	5	1.607890027	0.04746	1.072338921	0.31482	0.739675601	0.066820556	0.984003986	0.994263439	0.998276259
spermatogenesis(GO:0007283)	82	62	0.704807036	0.34467	0.456274563	0.75799	0.468406819	0.045853243	0.818228614	0.930928145	0.978765416
sphingolipid biosynthesis(GO:0030148)	7	6	0.745313594	0.3159	0.436554514	0.77592	0.495819911	0.918073823	0.980834526	0.993119687	0.997931748
sphingolipid metabolism(GO:0006665)	24	21	0.829135617	0.26413	0.436554514	0.77592	0.533561633	0.223801496	0.93445773	0.976104915	0.9927736
spindle assembly(GO:0007051)	20	11	0.821864526	0.26413	0.566367754	0.65095	0.575133167	0.85491425	0.965134321	0.98741867	0.996210385
spindle pole body(GO:0005816)	23	17	0.672585923	0.36856	0.382600166	0.82296	0.518095638	0.784788813	0.946613824	0.98061634	0.994147364
spindle pole(GO:0030615)	25	19	0.626103891	0.41264	0.382600166	0.82296	0.489220805	0.762705954	0.940516839	0.978358287	0.993460324
spindle(GO:0005819)	34	27	0.630600465	0.40373	0.382600166	0.82296	0.50394888	0.680370826	0.916505398	0.969372795	0.990715328
spliceosome assembly(GO:0000245)	12	9	0.39726458	0.6778	0.264316884	0.9248	0.381043721	0.879643561	0.971385102	0.989695533	0.996898693
spliceosome complex(GO:0005681)	88	65	0.803733226	0.27595	0.527148806	0.68753	0.520993683	0.170128104	0.81029479	0.927697628	0.977745633
start control point of mitotic cell cycle(GO:0007089)	4	4	0.721484581	0.33041	0.843738657	0.43654	0.635121923	0.94461449	0.98718332	0.995408376	0.998620848
steroid binding(GO:0005496)	56	41	0.609527015	0.43212	0.359674122	0.84964	0.438844077	0.329078914	0.875900595	0.953826739	0.98592376
steroid biosynthesis(GO:0006694)	66	47	0.545574525	0.49338	0.471619432	0.73561	0.477357187	0.511110835	0.859034661	0.947233112	0.98387497
steroid dehydrogenase(GO:0016229)	21	18	0.641190418	0.39468	0.538415943	0.67962	0.508998976	0.773669239	0.943560583	0.979486728	0.993803804
steroid delta-isomerase(GO:0004769)	6	5	0.420810666	0.63742	0.358123511	0.84964	0.43918095	0.931250379	0.984003986	0.994263439	0.998276259
steroid hormone receptor(GO:0003707)	53	35	0.720426583	0.33041	0.373298384	0.83153	0.438828515	0.074268	0.893085618	0.960461645	0.987975393
steroid hydroxylase(GO:0008395)	7	5	0.3397527	0.75765	0.467444347	0.74743	0.354630162	0.931250379	0.984003986	0.994263439	0.998276259
steroid metabolism(GO:0008202)	108	78	0.564640066	0.47259	0.429151177	0.78572	0.477468915	0.327630911	0.776763848	0.913814992	0.973334757
sterol biosynthesis(GO:0016126)	7	6	0.670315289	0.36856	0.63714823	0.58591	0.605115815	0.918073823	0.980834526	0.993119687	0.997931748
sterol carrier(GO:0005498)	6	4	0.791250987	0.28231	0.848465137	0.43654	0.499539913	0.94461449	0.98718332	0.995408376	0.998620848
sterol metabolism(GO:0016125)	58	38	0.536599762	0.50472	0.410989389	0.7954	0.46063875	0.58137267	0.884452859	0.957139017	0.986949221
sterol transporter(GO:0015248)	8	5	0.687556476	0.36029	0.269003859	0.9248	0.433222133	0.931250379	0.984003986	0.994263439	0.998276259
store-operated calcium channel(GO:0015279)	8	7	0.837232038	0.25852	0.553476036	0.66075	0.565017999	0.905082213	0.977674912	0.991977119	0.997587317
striated muscle contraction regulation(GO:0006942)	10	8	0.415773933	0.65065	0.345541403	0.8605	0.395094937	0.892272972	0.974525114	0.990835735	0.997242965
striated muscle contraction(GO:0006941)	32	25	0.848962579	0.25256	0.402315781	0.80514	0.518916177	0.700088376	0.922452234	0.971612177	0.991401102
striated muscle thick filament(GO:0005863)	10	8	0.976816812	0.18908	0.935490722	0.38474	0.554243383	0.892272972	0.974525114	0.990835735	0.997242965
striated muscle thin filament(GO:0005865)	39	22	0.734473495	0.32322	0.665467842	0.56241	0.567987971	0.730732192	0.931442308	0.974979981	0.992430357
structural constituent of bone(GO:0008147)	6	4	1.744039278	0.03563	3.099754163	0.02462	0.608609386	0.001157326	0.98718332	0.995408376	0.998620848
structural constituent of cell wall(GO:0005199)	36	27	0.853584417	0.2472	0.637076669	0.58591	0.584190811	0.680370826	0.916505398	0.969372795	0.990715328
structural constituent of eye lens(GO:0005212)	35	25	0.800092147	0.27595	0.53429155	0.67962	0.577885391	0.700088376	0.922452234	0.971612177	0.991401102
structural constituent of muscle(GO:0008307)	61	40	0.677147459	0.36856	0.382787494	0.82296	0.472158697	0.564974268	0.878742451	0.954929683	0.986265502
substrate-bound cell migration(GO:0006929)	5	4	0.999543764	0.18098	1.613181896	0.15046	0.62594893	0.94461449	0.98718332	0.995408376	0.998620848
subtilase(GO:0004289)	23	16	0.686106289	0.36029	0.496836024	0.71782	0.506327747	0.796066886	0.949676591	0.981747125	0.994491003
sugar binding(GO:0005529)	94	75	0.615494443	0.42269	0.311134543	0.88553	0.417079903	0.197079862	0.191623999	0.917001975	0.974351471
sugar porter(GO:0005351)	27	20	0.813135597	0.26998	0.644602123	0.57875	0.530156718	0.751896778	0.937482564	0.977231016	0.993116922
sulfate assimilation(GO:0000103)	4	4	0.534888447	0.50472	0.604387085	0.61558	0.555871866	0.94461449	0.98718332	0.995408376	0.998620848
sulfotransferase(GO:0008146)	22	19	0.560485727	0.47259	0.379896232	0.83153	0.451725581	0.762705954	0.940516839	0.978358287	0.993460324
sulfur amino acid biosynthesis(GO:0000097)	5	4	0.260809299	0.84816	0.296752484	0.90215	0.271940419	0.94461449	0.98718332	0.995408376	0.998620848
sulfur amino acid metabolism(GO:0000096)	11	10	0.752829508	0.30872	0.471863932	0.73561	0.502796961	0.867191477	0.968254847	0.988556511	0.996554499
sulfur metabolism(GO:0006790)	8	7	0.453080506	0.59923	0.53831258	0.67962	0.45002219	0.905082213	0.977674912	0.991977119	0.997587317
sulfur utilization(GO:0006791)	4	4	0.534888447	0.50472	0.604387085	0.61558	0.555871866	0.94461449	0.98718332	0.995408376	0.998620848
sulfuric ester hydrolase(GO:0008484)	12	6	0.341571899	0.74443	0.247423418	0.9384	0.298722964	0.918073823	0.980834526	0.993119687	0.997931748
superoxide metabolism(GO:0006801)	10	5	0.347372052	0.74443	0.322941681	0.8775	0.321592086	0.931250379	0.984003986	0.994263439	0.998276259
symporter(GO:0015293)	43	35	0.684701151	0.36029	0.369646378	0.84094	0.456770172	0.30588103	0.893085618	0.960461645	0.987975393
synaptic junction(GO:0045202)	15	12	0.462667584	0.5868	0.323477399	0.8775	0.400692686	0.842809444	0.962023493	0.986282008	0.99586635
synaptic vesicle endocytosis(GO:0008099)	21	15	0.614925906	0.42269	0.490810924	0.71782	0.511344006	0.807505697	0.952748913	0.982879083	0.994834721
synaptic vesicle exocytosis(GO:0016079)	5	4	0.722568751	0.33041	0.304811747	0.89436	0.450224293	0.94461449	0.98718332	0.995408376	0.998620848
synaptic vesicle transport(GO:0016181)	27	20	0.615132781	0.42269	0.420989678	0.78572	0.483060613	0.751896778	0.937482564	0.977231016	0.993116922
synaptic vesicle(GO:0008021)	61	46	0.629412435	0.41264	0.442685326	0.76633	0.488544996	0.518481762	0.861823734	0.948329193	0.984216238
synaptonemal complex(GO:0005716)	20	16	0.430506854	0.62422	0.381724874	0.82296	0.38419287	0.796066886	0.949676591	0.981747125	0.994491003
tachykinin signaling pathway(GO:0007217)	5	5	1.291638996	0.0929	0.481805977	0.72676	0.552651559	0.066820556	0.984003986	0.994263439	0.998276259
tachykinin(GO:0008648)	4	4	1.163675694	0.12356	0.481805977	0.72676	0.455802853	0.054217257	0.98718332	0.995408376	0.998620848
TCA cycle enzyme complex (sensu Eukarya)(GO:0030062)	5	4	1.037444786	0.16566	0.926659302	0.39081	0.608063032	0.94461449	0.98718332	0.995408376	0.998620848
TCA cycle enzyme complex(GO:0045239)	5	4	1.037444786	0.16566	0.926659302	0.39081	0.608063032	0.94461449	0.98718332	0.995408376	0.998620848
TCA intermediate metabolism(GO:0006100)	13	12	0.749552386	0.3159	0.501044688	0.70846	0.486155883	0.145257676	0.962023493	0.986282008	0.99586635
T-cell receptor(GO:0004894)	9	6	0.461425031	0.5868	0.283480403	0.90953	0.366390551	0.918073823	0.980834526	0.993119687	0.997931748
telomere maintenance(GO:0007004)	13	9	0.417642313	0.65065	0.394496711	0.81458	0.406248002	0.879643561	0.971385102	0.989695533	0.996898693
telomere(GO:0005696)	13	10	0.652168976	0.3857	0.551367872	0.66075	0.499953959	0.867191477	0.968254847	0.988556511	0.996554499
temperature response(GO:0009266)	71	49	0.860531621	0.2417	0.696258284	0.53537	0.588924991	0.496679372	0.853482602	0.94504437	0.983192671
tetrahydrobiopterin biosynthesis(GO:0006729)	5	4	0.779022137	0.29527	0.911917093	0.39839	0.607861744	0.94461449	0.98718332	0.995408376	0.998620848
TFIID complex(GO:0005669)	15	12	0.425059415	0.63742	0.469674772	0.74743	0.404146519	0.842809444	0.962023493	0.986282008	0.99586635
TGFbeta receptor signaling pathway(GO:0007179)	44	34	0.632866556	0.40373	0.553264758	0.66075	0.483331975	0.615598895	0.895981217	0.961571492	0.988317608
theta DNA polymerase(GO:0016452)	13	11	0.44657146	0.61154	0.340120864	0.8605	0.411858891	0.85491425	0.965134321	0.98741867	0.996210385
thiolester hydrolase(GO:0016790)	47	37	0.749883287	0.3159	0.3268279	0.8775	0.478657043	0.314315879	0.887321466	0.958245409	0.987291199
thioredoxin(GO:0000008)	5	5	0.43072047	0.62422	0.453674538	0.75799	0.466375244	0.931250379	0.984003986	0.994263439	0.998276259
threonine endopeptidase(GO:0004298)	38	31	0.847634071	0.25256	0.522637055	0.68753	0.546049718	0.061399609	0.090891097	0.034548564	0.989344728
thyroid hormone receptor(GO:0004887)	8	7	1.116087328	0.13867	1.114581669	0.29669	0.694149942	0.905082213	0.977674912	0.991977119	0.997587317
tight junction(GO:0005923)	21	17	0.572630591	0.46239	0.342846681	0.8605	0.396247383	0.784788813	0.946613824	0.98061634	0.994147364
tissue kallikrein(GO:0004293)	11	6	0.780807539	0.28855	0.467966434	0.74743	0.468649333	0.918073823	0.980834526	0.993119687	0.997931748
toxin(GO:0015070)	25	22	0.491453678	0.55061	0.307502948	0.89436	0.390481579	0.730732192	0.931442308	0.974979981	0.992430357
transaminase(GO:0008483)	22	19	1.02333952	0.16955	0.580409344	0.63408	0.573307621	0.208302421	0.940516839	0.978358287	0.993460324
transcription co-repressor(GO:0003714)	96	75	0.806132803	0.27595	0.653104171	0.57017	0.593216591	0.342062478	0.784380904	0.917001975	0.974351471
transcription elongation factor complex(GO:0008023)	17	10	0.734753248	0.32322	0.575297452	0.6429	0.540906998	0.867191477	0.968254847	0.988556511	0.996554499
transcription elongation factor(GO:0003711)	10	7	0.778590433	0.29527	0.459381509	0.75799	0.546838273	0.905082213	0.977674912	0.991977119	0.997587317
transcription factor TFIIH(GO:0005675)	10	6	0.520451021	0.51567	0.364909508	0.84094	0.353543488	0.918073823	0.980834526	0.993119687	0.997931748
"transcription factor, cytoplasmic sequestering(GO:0003719)"	8	6	0.499363139	0.55061	0.432827717	0.77592	0.443319528	0.918073823	0.980834526	0.993119687	0.997931748
transcription initiation(GO:0006352)	24	17	0.462233396	0.5868	0.295291953	0.90215	0.385215853	0.784788813	0.946613824	0.98061634	0.994147364
"transcription initiation, from Pol II promoter(GO:0006367)"	19	14	0.484183807	0.56274	0.295291953	0.90215	0.395226031	0.81910752	0.955830818	0.984012215	0.995178518
"transcription regulation, from Pol I promoter(GO:0006356)"	5	5	0.553466161	0.48229	0.287462253	0.90953	0.418083515	0.931250379	0.984003986	0.994263439	0.998276259
"transcription, from Pol I promoter(GO:0006360)"	40	33	0.727971042	0.33041	0.464386924	0.74743	0.511304622	0.624463173	0.898885869	0.962682493	0.988659902
"transcription, from Pol III promoter(GO:0006383)"	18	14	0.706483315	0.34467	0.756014982	0.49542	0.561122261	0.81910752	0.955830818	0.984012215	0.995178518
transcriptional activator(GO:0016563)	34	27	0.671078292	0.36856	0.428928523	0.78572	0.503466216	0.680370826	0.916505398	0.969372795	0.990715328
transcriptional gene silencing(GO:0016440)	6	6	0.849660899	0.25256	1.080408383	0.30787	0.646686608	0.918073823	0.980834526	0.993119687	0.997931748
transcriptional repressor complex(GO:0017053)	9	8	0.441423145	0.61154	0.598335947	0.62611	0.425877445	0.892272972	0.974525114	0.990835735	0.997242965
transcriptional repressor(GO:0016564)	27	24	0.807109568	0.27595	0.681098117	0.54359	0.604032165	0.710158645	0.925439588	0.972733613	0.991744108
"transferase, transferase, transferring other glycosyl groups(GO:0016764)"	16	15	0.541359348	0.49338	0.41241025	0.7954	0.473085339	0.807505697	0.952748913	0.982879083	0.994834721
"transferase, transferring acyl groups(GO:0016746)"	98	75	0.647440418	0.39468	0.428328428	0.78572	0.497557695	0.371194725	0.784380904	0.917001975	0.974351471
"transferase, transferring aldehyde or ketonic groups(GO:0016744)"	5	5	0.580839632	0.4515	0.347827176	0.8605	0.442839066	0.931250379	0.984003986	0.994263439	0.998276259
"transferase, transferring alkyl or aryl (other than methyl) groups(GO:0016765)"	51	38	0.762349688	0.30207	0.566561412	0.65095	0.551297557	0.58137267	0.884452859	0.957139017	0.986949221
"transferase, transferring amino-acyl groups(GO:0016755)"	8	7	0.357205448	0.73032	0.144555959	0.98268	0.337376925	0.905082213	0.977674912	0.991977119	0.997587317
"transferase, transferring glycosyl groups(GO:0016757)"	126	99	0.759133763	0.30872	0.574309305	0.6429	0.55069476	0.347900451	0.725406635	0.89178378	0.966237552
"transferase, transferring groups other than amino-acyl groups(GO:0016747)"	95	72	0.662894745	0.37734	0.44332941	0.76633	0.506871989	0.371906529	0.792069961	0.920198957	0.975368893
"transferase, transferring hexosyl groups(GO:0016758)"	114	89	0.753398017	0.30872	0.53129386	0.67962	0.549364984	0.360767591	0.749440217	0.902214494	0.969612855
"transferase, transferring nitrogenous groups(GO:0016769)"	22	19	1.02333952	0.16955	0.580409344	0.63408	0.573307621	0.208302421	0.940516839	0.978358287	0.993460324
