class	size	virtual_size	raw score (mean)	pval (mean)	raw score (median)	pval (median)	aroc rate	log-3	log-4	log-5	log-6	log-7	log-8
skeletal development(GO:0001501)	111	79	2.036150836	0.52963	1.200762644	0.84082	0.402705733	4.01E-04	0.005287845	0.030450954	0.084282592	0.115428314	0.123518471
SMAD protein heteromerization(GO:0007183)	9	5	4.402480885	0.14711	4.52205617	0.33728	0.677904877	0.034527854	0.068398986	0.396759683	0.333134433	0.257900072	0.811454522
small monomeric GTPase(GO:0003925)	118	89	2.800974469	0.36978	1.900562293	0.70933	0.513029799	0.073017055	0.096736157	0.108289392	0.127840777	0.145616912	0.143042312
small nuclear ribonucleoprotein complex(GO:0030532)	16	12	4.734742485	0.11775	4.844663963	0.30388	0.714971479	0.010987211	0.025928446	0.076999269	0.089942123	0.376888393	0.310414461
small nuclear ribonucleoprotein(GO:0003734)	17	15	4.863824118	0.10727	4.278189385	0.36457	0.737914406	0.004568176	0.007063657	0.052135223	0.011578768	0.062286014	0.102105438
small nucleolar ribonucleoprotein complex(GO:0005732)	20	17	5.04905454	0.09487	4.844663963	0.30388	0.74628496	0.004073696	0.001075231	0.001931463	1.12E-04	0.080816131	0.121692046
small protein activating enzyme(GO:0008641)	4	4	3.969208139	0.19265	4.207608311	0.37338	0.757344089	0.087136606	0.182480293	0.376626963	0.648012787	0.752941299	0.846088534
small protein conjugating enzyme(GO:0008639)	51	35	3.054840491	0.32485	1.843584883	0.72124	0.550598187	0.080238648	0.138433474	0.133102672	0.175356548	0.268979865	0.346433926
small ribosomal subunit(GO:0015935)	47	35	4.261288282	0.16021	3.802114608	0.42351	0.636858006	0.00299489	0.00135653	0.003678274	0.144043964	0.12780549	0.11781781
S-methyltransferase(GO:0008172)	5	4	4.603397708	0.12855	2.988472559	0.53787	0.508517939	0.40397385	0.419050518	0.376626963	0.297009483	0.221464771	0.144430828
smooth endoplasmic reticulum(GO:0005790)	5	5	0.833069035	0.84014	0.798179713	0.91354	0.27884407	0.148319631	0.279429595	0.424930531	0.5813859	0.701361285	0.811454522
smooth muscle contraction regulation(GO:0006940)	6	6	1.887823131	0.56525	1.603973359	0.76548	0.385737797	0.282459155	0.377507532	0.401240846	0.35870215	0.653308958	0.778234229
smooth muscle contraction(GO:0006939)	16	12	2.998877962	0.33535	2.557518663	0.60448	0.540210492	0.176059572	0.261249781	0.287348042	0.374315198	0.376888393	0.310414461
SNAP receptor(GO:0005484)	13	7	2.128451558	0.50932	1.504573084	0.78538	0.418368576	0.313701777	0.16775483	0.301701015	0.467959592	0.608543448	0.746370111
SNARE binding(GO:0000149)	4	4	1.410980942	0.68094	1.479837558	0.79067	0.349626776	0.40397385	0.360618741	0.504282468	0.648012787	0.752941299	0.846088534
snRNA transcription(GO:0009301)	4	4	5.254050738	0.0822	4.488116639	0.34143	0.619160848	0.281506813	0.182480293	0.376626963	0.297009483	0.221464771	0.144430828
snRNP U5(GO:0005682)	6	5	4.180112184	0.16841	4.844663963	0.30388	0.701577363	0.148785806	0.068398986	0.148048042	0.076254843	0.701361285	0.811454522
sodium channel(GO:0005272)	22	21	2.59757731	0.4103	2.374338813	0.63079	0.517737219	0.180095355	0.154041829	0.107583582	0.102268796	0.225065449	0.415464835
sodium transport(GO:0006814)	51	47	2.695673577	0.39085	2.373093263	0.63079	0.521857241	0.097776926	0.091956414	0.146089492	0.188145543	0.186226695	0.177169173
sodium transporter(GO:0015081)	30	27	2.869608466	0.35862	1.865249314	0.71713	0.524760666	0.132744662	0.158658452	0.180356786	0.16183524	0.279886151	0.207116824
sodium/potassium-exchanging ATPase complex(GO:0005890)	7	6	4.148520817	0.17243	3.282793158	0.4986	0.62778982	0.203230125	0.274068357	0.187176934	0.102647925	0.052915319	0.199321761
sodium/potassium-exchanging ATPase(GO:0005391)	7	6	4.006634363	0.18821	2.811442723	0.56193	0.612235067	0.328165729	0.274068357	0.187176934	0.102647925	0.052915319	0.199321761
sodium:dicarboxylate/tricarboxylate cotransporter(GO:0005311)	10	8	1.515735042	0.65407	1.19567857	0.84258	0.366071429	0.285579569	0.302253673	0.254209358	0.419827894	0.566840302	0.71580696
sodium:hydrogen antiporter(GO:0015385)	5	5	4.423319863	0.14511	3.784362437	0.42656	0.735340157	0.034527854	0.235734836	0.148048042	0.333134433	0.257900072	0.811454522
sodium:phosphate symporter(GO:0005436)	6	5	2.245864025	0.48298	0.631775853	0.94009	0.382227574	0.320392215	0.405945729	0.396759683	0.5813859	0.701361285	0.811454522
solute:cation antiporter(GO:0015298)	11	10	4.870131304	0.10657	4.064996849	0.39037	0.701939759	0.002138961	0.040586493	0.045966653	0.060909904	0.023386666	0.05387334
solute:cation symporter(GO:0015294)	23	19	3.765690404	0.21805	3.590721346	0.45414	0.574890972	0.030645786	0.030005242	0.015314572	0.084947827	0.09997872	0.140790777
solute:hydrogen antiporter(GO:0015299)	6	6	5.996691273	0.04708	5.910094889	0.20093	0.852059249	0.001014793	0.023064583	0.046526838	0.102647925	0.052915319	0.199321761
solute:sodium symporter(GO:0015370)	16	14	3.942272037	0.19513	3.820296003	0.42138	0.585893374	0.0311195	0.050659387	0.011510591	0.119853771	0.053477337	0.092249872
solute:solute antiporter(GO:0015300)	12	11	5.071542717	0.0927	4.064996849	0.39037	0.723208711	8.28E-04	0.016719516	0.015875663	0.017174024	0.004385704	0.063163787
specific RNA polymerase II transcription factor(GO:0003704)	120	83	2.511437713	0.42625	1.298423001	0.82419	0.452071566	0.071176489	0.069175661	0.084633404	0.144767643	0.166061782	0.223497292
spectrin(GO:0008091)	13	9	4.585971707	0.13023	1.373466656	0.80956	0.549866817	0.189372578	0.207435592	0.117045762	0.178032787	0.102715723	0.044928052
spermatogenesis(GO:0007283)	89	74	2.761842562	0.37712	1.201135367	0.84082	0.485183702	0.055142132	0.08616215	0.046017512	0.12322192	0.15419605	0.103549465
sphingolipid biosynthesis(GO:0030148)	8	7	1.22939826	0.73088	0.396569802	0.97614	0.309113745	0.224968422	0.16775483	0.301701015	0.467959592	0.608543448	0.746370111
sphingolipid metabolism(GO:0006665)	24	18	1.780826719	0.58883	1.159571756	0.84988	0.399635526	0.034248115	0.052988034	0.045793224	0.141700226	0.278573745	0.471074674
spindle assembly(GO:0007051)	4	4	2.271233029	0.47646	2.231826776	0.65297	0.445069829	0.40397385	0.419050518	0.376626963	0.297009483	0.752941299	0.846088534
spindle pole body(GO:0005816)	14	9	3.412718578	0.26668	2.298549454	0.6427	0.550683318	0.271820014	0.263484415	0.214188685	0.376641551	0.527990371	0.686491811
spindle(GO:0005819)	14	13	4.494910297	0.13835	4.696803943	0.31879	0.753859134	1.18E-04	0.002348658	0.031436264	0.250107329	0.38034782	0.580725359
spliceosome assembly(GO:0000245)	13	9	5.071553067	0.0927	3.309829181	0.49599	0.744408304	0.087906283	0.090275583	0.032715277	0.008138912	0.017568572	0.044928052
spliceosome complex(GO:0005681)	85	62	4.122721999	0.17481	3.19320634	0.50875	0.658269062	0.001145444	0.001661384	0.003360237	8.37E-05	0.002045792	0.027521154
start control point of mitotic cell cycle(GO:0007089)	10	6	1.778954405	0.59123	1.410558117	0.80154	0.428428067	0.282459155	0.216511673	0.358057057	0.521602209	0.653308958	0.778234229
steroid binding(GO:0005496)	56	45	2.3353836	0.46351	1.898311288	0.71094	0.504163474	0.119946656	0.113590059	0.081613558	0.098374718	0.040738475	0.151831934
steroid biosynthesis(GO:0006694)	50	43	2.972543377	0.33904	2.146868444	0.67151	0.538425401	0.046193463	0.022981967	0.062585663	0.130157974	0.171034402	0.159269992
steroid catabolism(GO:0006706)	7	5	3.495188138	0.25502	2.995704427	0.53593	0.589692956	0.320392215	0.235734836	0.396759683	0.333134433	0.257900072	0.811454522
steroid dehydrogenase(GO:0016229)	8	7	2.616024456	0.40647	2.331492013	0.63529	0.557956677	0.313701777	0.341297905	0.394492294	0.467959592	0.608543448	0.746370111
steroid hormone receptor(GO:0003707)	77	50	2.077356242	0.52059	1.258537964	0.83157	0.424610169	0.06347997	0.012589527	0.024285582	0.12998094	0.105467804	0.123061623
steroid hydroxylase(GO:0008395)	9	8	2.294404612	0.47227	1.137317154	0.85409	0.462192845	0.265378933	0.302253673	0.379933254	0.385053587	0.333625169	0.71580696
steroid metabolism(GO:0008202)	100	84	2.551103567	0.41845	1.692410909	0.74765	0.483632038	0.093024195	0.09817459	0.11991623	0.138943151	0.1719144	0.222280845
sterol biosynthesis(GO:0016126)	12	10	3.960520016	0.19265	4.118615343	0.38562	0.598626506	0.120088815	0.040586493	0.045966653	0.199699769	0.119624654	0.05387334
sterol metabolism(GO:0016125)	51	43	2.533381595	0.42225	1.462934966	0.79252	0.456187532	0.128937995	0.123752157	0.164553418	0.200932143	0.232739746	0.159269992
sterol transporter(GO:0015248)	11	7	3.044653698	0.32669	2.03578972	0.69046	0.584332685	0.313701777	0.29738265	0.394492294	0.467959592	0.608543448	0.746370111
storage protein(GO:0005187)	6	4	1.355066099	0.69697	0.706280056	0.92855	0.264266795	0.217273872	0.360618741	0.504282468	0.648012787	0.752941299	0.846088534
store-operated calcium channel(GO:0015279)	8	6	2.443436603	0.44058	1.603973359	0.76548	0.410605331	0.282459155	0.377507532	0.401240846	0.35870215	0.653308958	0.778234229
striated muscle contraction regulation(GO:0006942)	6	5	1.720491864	0.6031	1.136935414	0.85409	0.441589404	0.344771205	0.279429595	0.424930531	0.5813859	0.701361285	0.811454522
striated muscle contraction(GO:0006941)	26	18	2.58526426	0.41238	2.583213089	0.60001	0.484295439	0.194388702	0.221379719	0.154212909	0.141700226	0.278573745	0.471074674
striated muscle thick filament(GO:0005863)	14	10	2.682738695	0.3928	2.583213089	0.60001	0.502337349	0.265144619	0.226844391	0.180464481	0.33789298	0.491798765	0.658373848
striated muscle thin filament(GO:0005865)	21	11	1.919593323	0.55792	0.997525239	0.87881	0.394582042	0.076744891	0.060436294	0.152046761	0.303126642	0.458083885	0.631404317
structural constituent of eye lens(GO:0005212)	20	15	2.795666481	0.37159	1.888697151	0.71304	0.505549528	0.207955736	0.243495759	0.281019806	0.337911752	0.380828486	0.342373775
structural constituent of muscle(GO:0008307)	62	42	2.383508718	0.45314	1.789154653	0.73278	0.460202272	0.049145844	0.039106789	0.10256629	0.181598334	0.156597813	0.310163118
"substrate-bound cell migration, cell extension(GO:0006930)"	4	4	3.96973497	0.19265	5.355561411	0.25014	0.490157717	0.281506813	0.182480293	0.105386691	0.297009483	0.221464771	0.144430828
subtilase(GO:0004289)	25	17	2.166001533	0.50038	1.255792319	0.83157	0.467985048	0.16898619	0.218520741	0.172869377	0.30824888	0.299095296	0.491213664
sugar binding(GO:0005529)	80	65	2.590033153	0.4103	1.608068572	0.76548	0.485762	0.105198338	0.11649886	0.080954842	0.157020752	0.197277847	0.183019697
sugar porter(GO:0005351)	22	19	3.38555879	0.27104	2.869299649	0.55467	0.618444858	0.066086174	0.069029773	0.244216865	0.277282666	0.363200767	0.366997395
sulfate transport(GO:0008272)	5	5	2.189715664	0.49622	0.87363478	0.89871	0.446333534	0.344771205	0.405945729	0.396759683	0.333134433	0.701361285	0.811454522
sulfotransferase(GO:0008146)	28	23	2.99085112	0.33535	1.958263963	0.70265	0.540868096	0.164485234	0.121321653	0.148953956	0.220047752	0.26787863	0.375925373
sulfur amino acid biosynthesis(GO:0000097)	8	7	1.17574501	0.7448	0.360049581	0.97927	0.255191755	0.224968422	0.16775483	0.301701015	0.467959592	0.608543448	0.746370111
sulfur amino acid metabolism(GO:0000096)	13	12	1.305459252	0.70952	0.788150904	0.91571	0.320267936	0.057139379	0.046818284	0.128101091	0.271933709	0.426676519	0.605536445
sulfuric ester hydrolase(GO:0008484)	19	13	3.164670567	0.30563	2.664329518	0.58487	0.555807938	0.120948131	0.254848143	0.20114524	0.250107329	0.167687629	0.580725359
superoxide dismutase(GO:0004784)	7	6	2.295179126	0.47227	1.22776927	0.83754	0.438965157	0.328165729	0.274068357	0.187176934	0.35870215	0.653308958	0.778234229
superoxide metabolism(GO:0006801)	11	10	2.142420979	0.505	0.976208609	0.88213	0.413204819	0.265144619	0.229686715	0.140941572	0.199699769	0.491798765	0.658373848
symporter(GO:0015293)	42	34	2.930536315	0.34598	1.587314383	0.76875	0.514083956	0.070469231	0.060840354	0.07943999	0.200354259	0.213572587	0.247268012
"synaptic transmission, cholinergic(GO:0007271)"	6	6	4.084279379	0.1795	5.2915791	0.25417	0.59035806	0.203230125	0.106045195	0.046526838	0.102647925	0.052915319	0.199321761
synaptic vesicle docking(GO:0016081)	8	7	1.9478739	0.55071	1.128673293	0.85604	0.405963421	0.313701777	0.341297905	0.394492294	0.467959592	0.608543448	0.746370111
synaptic vesicle endocytosis(GO:0008099)	10	9	2.3752872	0.45529	2.035151807	0.69046	0.521730983	0.271820014	0.207435592	0.360186061	0.376641551	0.527990371	0.686491811
synaptic vesicle exocytosis(GO:0016079)	4	4	0.902509867	0.82048	0.423491646	0.97271	0.267818444	0.217273872	0.360618741	0.504282468	0.648012787	0.752941299	0.846088534
synaptic vesicle(GO:0008021)	52	46	2.381062769	0.45314	2.03884716	0.69046	0.487204849	0.114135898	0.045125639	0.037389322	0.155495139	0.129012564	0.28731415
synaptonemal complex(GO:0005716)	11	10	4.056927573	0.18264	1.804382592	0.72797	0.540578313	0.265144619	0.296622318	0.283341161	0.199699769	0.361916059	0.281179636
syntaxin binding(GO:0019905)	4	4	1.410980942	0.68094	1.479837558	0.79067	0.349626776	0.40397385	0.360618741	0.504282468	0.648012787	0.752941299	0.846088534
tachykinin signaling pathway(GO:0007217)	6	6	1.731788262	0.60083	0.414638549	0.97369	0.30754255	0.282459155	0.377507532	0.401240846	0.35870215	0.288313959	0.778234229
TCA cycle enzyme complex (sensu Eukarya)(GO:0030062)	6	5	0.867937552	0.83215	0.428927363	0.97271	0.243226972	0.148319631	0.279429595	0.424930531	0.5813859	0.701361285	0.811454522
TCA cycle enzyme complex(GO:0045239)	6	5	0.867937552	0.83215	0.428927363	0.97271	0.243226972	0.148319631	0.279429595	0.424930531	0.5813859	0.701361285	0.811454522
TCA intermediate metabolism(GO:0006100)	17	12	3.184264664	0.30246	1.895280553	0.71094	0.540953643	0.23692287	0.165201445	0.183575284	0.089942123	0.376888393	0.605536445
T-cell receptor(GO:0004894)	13	9	2.075432958	0.52059	1.972026924	0.69941	0.467105703	0.25067944	0.263484415	0.360186061	0.388677089	0.527990371	0.686491811
telomere binding(GO:0007003)	11	4	4.405243191	0.14711	2.646593533	0.59004	0.643059234	0.40397385	0.419050518	0.504282468	0.648012787	0.752941299	0.846088534
telomere maintenance(GO:0007004)	23	9	3.388165107	0.27104	1.870160321	0.71487	0.541715188	0.25067944	0.306203869	0.214188685	0.376641551	0.527990371	0.686491811
telomere(GO:0005696)	23	9	4.15067774	0.17148	2.441467822	0.62146	0.62541327	0.271820014	0.207435592	0.360186061	0.388677089	0.349649384	0.26383634
temperature response(GO:0009266)	60	45	1.963546643	0.54609	1.107541411	0.85992	0.426836056	0.052014563	0.082189693	0.081613558	0.038860268	0.135521456	0.293089654
tetrahydrobiopterin biosynthesis(GO:0006729)	4	4	1.932260815	0.55327	0.77296473	0.91777	0.409372743	0.40397385	0.419050518	0.376626963	0.648012787	0.752941299	0.846088534
TFIID complex(GO:0005669)	27	20	3.441981615	0.26217	3.170883497	0.51175	0.580379976	0.041878755	0.038777731	0.192050894	0.285275738	0.356124843	0.433233142
TGFbeta receptor complex assembly(GO:0007181)	4	4	4.225813719	0.16425	5.279840697	0.25618	0.753009872	0.087136606	0.03529256	0.105386691	0.648012787	0.752941299	0.846088534
TGFbeta receptor signaling pathway(GO:0007179)	37	28	2.819764448	0.36814	1.57470549	0.77052	0.502958223	0.141026624	0.124898278	0.185051522	0.169432359	0.280782897	0.371374492
theta DNA polymerase(GO:0016452)	10	9	4.817872047	0.11116	4.396855627	0.35167	0.739884084	0.027188789	0.026173747	0.032715277	0.047507272	0.527990371	0.686491811
thiolester hydrolase(GO:0016790)	45	39	3.642502713	0.23339	2.51443614	0.61073	0.57921871	0.02170615	0.067540838	0.073537531	0.026383436	0.011083219	0.015780476
threonine endopeptidase(GO:0004298)	38	30	4.516921426	0.13648	3.197773762	0.50875	0.657266506	0.016693108	0.061001601	0.023051858	0.051701478	0.192356056	0.08996601
thrombin receptor(GO:0015057)	9	7	1.90943077	0.56024	0.951670863	0.88482	0.422842002	0.242883739	0.16775483	0.301701015	0.467959592	0.608543448	0.746370111
thyroid hormone receptor(GO:0004887)	22	9	2.808251558	0.36978	1.259082473	0.83157	0.434097632	0.25067944	0.263484415	0.360186061	0.388677089	0.527990371	0.686491811
tight junction(GO:0005923)	23	21	3.848032793	0.20765	3.703690287	0.43766	0.576426589	0.025325648	0.007059412	0.00219489	0.012486637	0.119128246	0.042826834
toxin(GO:0015070)	20	20	2.163526581	0.50038	1.433504763	0.79825	0.448112183	0.175821762	0.210502778	0.242125513	0.261847466	0.241651673	0.433233142
transaminase(GO:0008483)	15	15	2.118134302	0.51158	1.145009952	0.85214	0.449596142	0.207955736	0.212135596	0.281019806	0.337911752	0.380828486	0.534103089
transcription co-repressor(GO:0003714)	117	88	3.284316227	0.28585	2.298586161	0.6427	0.567688408	0.006646004	0.01895603	0.023080701	0.075174899	0.106962181	0.140740611
transcription elongation factor complex(GO:0008023)	13	10	3.486522193	0.25641	4.118045029	0.38562	0.658096386	0.012306007	0.040586493	0.337242032	0.33789298	0.491798765	0.658373848
transcription elongation factor(GO:0003711)	9	8	3.609382595	0.23884	3.351633157	0.48764	0.582359672	0.154043812	0.178412876	0.248202788	0.385053587	0.333625169	0.244505203
transcription factor TFIIF(GO:0005674)	4	4	4.305922742	0.15643	3.425958309	0.47884	0.738622682	0.087136606	0.419050518	0.376626963	0.297009483	0.221464771	0.144430828
transcription factor TFIIH(GO:0005675)	14	8	3.563347776	0.24474	2.021464794	0.69268	0.59690436	0.265378933	0.178412876	0.248202788	0.154305703	0.333625169	0.71580696
"transcription factor, cytoplasmic sequestering(GO:0003719)"	13	10	3.190572417	0.30055	2.407756604	0.62659	0.581024096	0.265144619	0.296622318	0.337242032	0.387485706	0.361916059	0.281179636
transcription initiation factor(GO:0016986)	7	4	2.696036986	0.39085	2.253967848	0.64997	0.533830966	0.40397385	0.419050518	0.504282468	0.648012787	0.752941299	0.846088534
transcription initiation(GO:0006352)	34	26	3.018510578	0.33176	2.194166242	0.66354	0.544919771	0.122371243	0.151623621	0.197699971	0.254515598	0.278194951	0.374905665
"transcription initiation, from Pol II promoter(GO:0006367)"	23	19	3.504772049	0.25355	2.683126339	0.5816	0.612566575	0.066086174	0.128180244	0.244216865	0.286153923	0.240378343	0.366997395
"transcription regulation, from Pol I promoter(GO:0006356)"	6	4	3.344789109	0.27719	1.067104322	0.86943	0.487238141	0.40397385	0.419050518	0.376626963	0.648012787	0.752941299	0.846088534
"transcription regulation, from Pol III promoter(GO:0006359)"	9	7	2.477461901	0.43412	1.112496914	0.85787	0.385075962	0.313701777	0.341297905	0.394492294	0.467959592	0.608543448	0.746370111
transcription termination(GO:0006353)	5	4	2.227726671	0.48747	1.726422367	0.74124	0.425385264	0.217273872	0.360618741	0.504282468	0.648012787	0.752941299	0.846088534
"transcription, from Pol I promoter(GO:0006360)"	8	8	3.475024273	0.25779	3.8910428	0.41154	0.636578535	0.154043812	0.178412876	0.379933254	0.385053587	0.333625169	0.244505203
