GO:0000001	mitochondrion inheritance
GO:0007353	ventral/lateral system
GO:0007354	zygotic determination of anterior/posterior axis, embryo
GO:0007355	anterior region determination
GO:0007356	thorax and anterior abdomen determination
GO:0007357	activation of central gap gene
GO:0007358	establishment of central gap gene boundaries
GO:0007359	posterior abdomen determination
GO:0007360	activation of posterior gap gene
GO:0007361	establishment of posterior gap gene boundaries
GO:0007362	terminal region determination
GO:0007363	activation of terminal gap gene
GO:0007364	establishment of terminal gap gene boundary
GO:0007365	periodic partitioning
GO:0007366	periodic partitioning by pair rule gene
GO:0007367	segment polarity determination
GO:0007368	determination of left/right asymmetry
GO:0007369	gastrulation
GO:0007370	ventral furrow formation
GO:0007371	ventral midline determination
GO:0007372	determination of anterior border of ventral midline
GO:0007373	determination of posterior border of ventral midline
GO:0007374	posterior midgut invagination
GO:0007375	anterior midgut invagination
GO:0007376	cephalic furrow formation
GO:0007377	germ-band extension
GO:0007378	amnioserosa formation
GO:0007379	segment specification
GO:0007380	specification of segmental identity, head
GO:0007381	specification of segmental identity, labial segment
GO:0007382	specification of segmental identity, maxillary segment
GO:0007383	specification of segmental identity, antennal segment
GO:0007384	specification of segmental identity, thorax
GO:0007385	specification of segmental identity, abdomen
GO:0007386	compartment specification
GO:0007387	anterior compartment specification
GO:0007388	posterior compartment specification
GO:0007389	pattern specification
GO:0007390	germ-band shortening
GO:0007391	dorsal closure
GO:0007392	initiation of dorsal closure
GO:0007393	determination of leading edge cell identity
GO:0007394	elongation and differentiation of leading edge cells
GO:0007395	spreading of leading edge cells
GO:0007396	suture of dorsal opening
GO:0007397	histogenesis and organogenesis
GO:0007398	ectoderm development
GO:0007399	neurogenesis
GO:0000074	cell cycle control
GO:0007400	neuroblast determination
GO:0007401	pan-neural process
GO:0007402	determination of ganglion mother cell fate
GO:0007403	determination of glial fate
GO:0007404	glia cell differentiation
GO:0007405	neuroblast proliferation
GO:0007406	suppression of neuroblast proliferation
GO:0007407	neuroblast activation
GO:0007409	axonogenesis
GO:0007411	axon guidance
GO:0007412	axon target recognition
GO:0007413	fasciculation of neuron
GO:0007414	defasciculation of neuron
GO:0007415	defasciculation of motor neuron
GO:0007416	synaptogenesis
GO:0007417	central nervous system development
GO:0007418	ventral midline development
GO:0007419	ventral cord development
GO:0007420	brain development
GO:0007421	stomatogastric nervous system development
GO:0007422	peripheral nervous system development
GO:0007423	sensory organ development
GO:0007424	tracheal system development
GO:0007425	tracheal determination
GO:0007426	tracheal outgrowth
GO:0007427	tracheal cell migration
GO:0007428	primary tracheal branching
GO:0007429	secondary tracheal branching
GO:0007430	terminal branching of trachea, cytoplasmic projection extension
GO:0007431	salivary gland development
GO:0007432	salivary gland determination
GO:0007433	larval salivary gland determination
GO:0007434	adult salivary gland determination
GO:0007435	salivary gland morphogenesis
GO:0007436	larval salivary gland morphogenesis
GO:0007437	adult salivary gland morphogenesis
GO:0007438	oenocyte development
GO:0007439	gut (ectodermal) morphogenesis
GO:0007440	foregut morphogenesis
GO:0007441	anterior midgut (ectodermal) morphogenesis
GO:0007442	hindgut morphogenesis
GO:0007443	Malpighian tubule morphogenesis
GO:0007444	imaginal disc development
GO:0007445	determination of imaginal disc primordium
GO:0007446	imaginal disc growth
GO:0007447	imaginal disc pattern formation
GO:0007448	anterior/posterior pattern formation, imaginal disc
GO:0007449	proximal/distal pattern formation, imaginal disc
GO:0007450	dorsal/ventral pattern formation, imaginal disc
GO:0007451	dorsal/ventral lineage restriction, imaginal disc
GO:0007452	imaginal disc metamorphosis
GO:0007453	clypeo-labral disc metamorphosis
GO:0007454	labial disc metamorphosis
GO:0007455	eye-antennal disc metamorphosis
GO:0007456	eye morphogenesis (sensu Drosophila)
GO:0007457	optic lobe placode development
GO:0007458	progression of morphogenetic furrow
GO:0007459	photoreceptor determination
GO:0007460	R8 cell fate determination
GO:0007461	restriction of R8 fate
GO:0007462	R1/R6 cell fate determination
GO:0007463	R2/R5 cell fate determination
GO:0007464	R3/R4 cell fate determination
GO:0007465	R7 cell fate determination
GO:0007466	cone cell fate determination
GO:0007467	photoreceptor differentiation
GO:0007468	rhodopsin gene regulation
GO:0007469	antennal morphogenesis
GO:0007470	prothoracic disc metamorphosis
GO:0007471	prothoracic morphogenesis
GO:0007472	wing disc metamorphosis
GO:0007473	wing disc proximal/distal pattern formation
GO:0007474	wing vein specification
GO:0007475	apposition of dorsal and ventral wing surfaces
GO:0007476	wing morphogenesis
GO:0007477	notum morphogenesis
GO:0007478	leg disc metamorphosis
GO:0007479	leg disc proximal/distal pattern formation
GO:0007480	leg morphogenesis
GO:0007481	haltere disc metamorphosis
GO:0007482	haltere morphogenesis
GO:0007483	genital disc metamorphosis
GO:0007484	genital morphogenesis (sensu Insecta)
GO:0007485	male genital morphogenesis (sensu Insecta)
GO:0007486	female genital morphogenesis (sensu Insecta)
GO:0007487	analia morphogenesis (sensu Insecta)
GO:0007488	histoblast metamorphosis
GO:0007489	maintenance of imaginal histoblast diploidy
GO:0007490	tergite morphogenesis
GO:0007491	sternite morphogenesis
GO:0007492	endoderm development
GO:0007493	endoderm determination
GO:0007494	midgut development
GO:0007495	visceral mesoderm/endoderm interaction
GO:0007496	anterior midgut development
GO:0007497	posterior midgut development
GO:0007498	mesoderm development
GO:0007499	ectoderm/mesoderm interaction
GO:0000075	cell cycle checkpoint
GO:0007500	mesoderm determination
GO:0007501	fate specification in mesoderm
GO:0007502	gut mesoderm development
GO:0007503	fat body development
GO:0007504	larval fat body development
GO:0007505	adult fat body development
GO:0007506	gonadal mesoderm development
GO:0007507	heart development
GO:0007508	larval heart development
GO:0007509	mesoderm migration
GO:0007510	cardioblast determination
GO:0007511	dorsal vessel development
GO:0007512	adult heart development
GO:0007513	pericardial cell development
GO:0007514	garland cell development
GO:0007515	lymph gland development
GO:0007516	hemocyte development
GO:0007517	muscle development
GO:0007518	myoblast determination
GO:0007519	myogenesis
GO:0007520	myoblast fusion
GO:0007521	determination of muscle identity
GO:0007522	visceral muscle development
GO:0007523	larval visceral muscle development
GO:0007524	adult visceral muscle development
GO:0007525	somatic muscle development
GO:0007526	larval somatic muscle development
GO:0007527	adult somatic muscle development
GO:0007528	neuromuscular junction development
GO:0007529	establishment of synaptic specificity at neuromuscular junction
GO:0007530	sex determination
GO:0007531	mating-type determination
GO:0007532	mating-type specific transcriptional control
GO:0007533	mating-type switching/recombination
GO:0007534	gene conversion at MAT locus
GO:0007535	donor preference
GO:0007536	activation of recombination (HML)
GO:0007537	inactivation of recombination (HML)
GO:0007538	primary sex determination
GO:0007539	primary sex determination, soma
GO:0007540	sex determination, establishment of X:A ratio
GO:0007541	sex determination, primary response to X:A ratio
GO:0007542	primary sex determination, germ-line
GO:0007543	sex determination, somatic/gonadal interaction
GO:0007544	sex determination, female germ-line determination
GO:0007545	processes downstream of sex determination signal
GO:0007546	somatic processes downstream of sex determination signal
GO:0007547	germ-line processes downstream of sex determination signal
GO:0007548	sex differentiation
GO:0007549	dosage compensation
GO:0007550	establishment of dosage compensation
GO:0007551	maintenance of dosage compensation
GO:0007552	metamorphosis
GO:0007553	ecdysteroid regulation
GO:0007554	ecdysteroid biosynthesis, regulation
GO:0007555	ecdysteroid release, regulation
GO:0007556	juvenile hormone regulation
GO:0007557	juvenile hormone biosynthesis, regulation
GO:0007558	juvenile hormone release, regulation
GO:0007559	histolysis
GO:0007560	imaginal disc morphogenesis
GO:0007561	imaginal disc eversion
GO:0007562	eclosion
GO:0007563	eclosion regulation
GO:0007564	cuticular tanning and hardening regulation
GO:0007565	pregnancy
GO:0007566	embryo implantation
GO:0007567	parturition
GO:0007568	aging
GO:0007569	cell aging
GO:0007570	age dependent accumulation of genetic damage
GO:0007571	age dependent general metabolic decline
GO:0007572	age dependent decreased translational activity
GO:0007573	age dependent increased protein content
GO:0007574	cell aging (sensu Saccharomyces)
GO:0007575	nucleolar size increase
GO:0007576	nucleolar fragmentation
GO:0007577	autophagic death (sensu Saccharomyces)
GO:0007578	aging dependent sterility (sensu Saccharomyces)
GO:0007579	senescence factor accumulation
GO:0007580	extrachromosomal circular DNA accumulation
GO:0007581	age-dependent yeast cell size increase
GO:0007582	physiological processes
GO:0007583	killer activity
GO:0007584	nutritional response pathway
GO:0007585	respiration
GO:0007586	digestion
GO:0007587	sugar utilization
GO:0007588	excretion
GO:0007589	fluid secretion
GO:0007590	fat body metabolism (sensu Insecta)
GO:0007591	molting cycle (sensu Insecta)
GO:0007592	cuticle synthesis
GO:0007593	cuticle tanning
GO:0007594	puparial adhesion
GO:0007595	lactation
GO:0007596	blood coagulation
GO:0007597	blood coagulation, intrinsic pathway
GO:0007598	blood coagulation, extrinsic pathway
GO:0007599	hemostasis
GO:0000076	DNA replication checkpoint
GO:0007600	sensory perception
GO:0007601	vision
GO:0007602	phototransduction
GO:0007603	phototransduction, visible light
GO:0007604	phototransduction, UV
GO:0007605	hearing
GO:0007606	chemosensory perception
GO:0007607	taste
GO:0007608	olfaction
GO:0007609	mechanosensory perception
GO:0007610	behavior
GO:0007611	learning and memory
GO:0007612	learning
GO:0007613	memory
GO:0007614	short-term memory
GO:0007615	anesthesia-resistant memory
GO:0007616	long-term memory
GO:0007617	mating behavior
GO:0007618	mating
GO:0007619	courtship behavior
GO:0007620	copulation
GO:0007621	repression of female receptivity
GO:0007622	rhythmic behavior
GO:0007623	circadian rhythm
GO:0007624	ultradian rhythm
GO:0007625	grooming behavior
GO:0007626	locomotory behavior
GO:0007627	larval behavior (sensu Insecta)
GO:0007628	adult walking behavior
GO:0007629	flight behavior
GO:0007630	jump response
GO:0007631	feeding behavior
GO:0007632	visual behavior
GO:0007633	pattern orientation
GO:0007634	optokinetic behavior
GO:0007635	chemosensory behavior
GO:0007636	chemosensory jump behavior
GO:0007637	proboscis extension reflex
GO:0007638	mechanosensory behavior
GO:0000077	DNA damage checkpoint
GO:0000078	cell morphogenesis checkpoint
GO:0000079	regulation of CDK activity
GO:0000008	thioredoxin
GO:0000080	G1 phase of mitotic cell cycle
GO:0008001	fibrinogen
GO:0008002	lamina lucida
GO:0008003	lamina densa
GO:0008004	lamina reticularis
GO:0008008	membrane attack complex protein beta2 chain
GO:0008009	chemokine
GO:0008010	structural constituent of larval cuticle (sensu Insecta)
GO:0008011	structural constituent of pupal cuticle (sensu Insecta)
GO:0008012	structural constituent of adult cuticle (sensu Insecta)
GO:0008013	beta-catenin binding
GO:0008014	calcium-dependent cell adhesion molecule
GO:0008015	circulation
GO:0008016	control of heart
GO:0008017	microtubule binding
GO:0008019	macrophage receptor
GO:0008020	G-protein coupled photoreceptor
GO:0008021	synaptic vesicle
GO:0008022	protein C-terminus binding
GO:0008023	transcription elongation factor complex
GO:0008024	transcription elongation factor complex b
GO:0008025	diazepam-binding inhibitor
GO:0008026	ATP dependent helicase
GO:0008027	sodium/excitatory glutamate cotransporter
GO:0008028	monocarboxylic acid transporter
GO:0008029	pentraxin receptor
GO:0008030	neuronal pentraxin receptor
GO:0008031	eclosion hormone
GO:0008033	tRNA processing
GO:0008034	lipoprotein binding
GO:0008035	high-density lipoprotein binding
GO:0008036	diuretic hormone receptor
GO:0008037	cell recognition
GO:0008038	neuronal cell recognition
GO:0008039	synaptic target recognition
GO:0008041	storage protein of fat body (sensu Insecta)
GO:0008042	iron-sulfur electron transfer carrier
GO:0008043	ferritin
GO:0008044	adult behavior (sensu Insecta)
GO:0008045	motor axon guidance
GO:0008046	axon guidance receptor
GO:0008047	enzyme activator
GO:0008048	calcium sensitive guanylate cyclase activator
GO:0008049	male courtship behavior
GO:0008050	female courtship behavior
GO:0008051	farnesyl-diphosphate farnesyl transferase complex
GO:0008052	sensory organ determination
GO:0008053	mitochondrial fusion
GO:0008054	degradation of cyclin
GO:0008055	ocellus pigment biosynthesis
GO:0008056	ocellus morphogenesis
GO:0008057	eye pigment granule morphogenesis
GO:0008058	ocellus pigment granule morphogenesis
GO:0008059	photoreceptor pigment granule morphogenesis
GO:0008060	ARF GTPase activator
GO:0008061	chitin binding
GO:0008062	eclosion rhythm
GO:0008063	Tl receptor signaling pathway
GO:0008064	actin polymerization/depolymerization regulation
GO:0008065	establishment of blood/nerve barrier
GO:0008066	glutamate receptor
GO:0008067	metabotropic glutamate, GABA-B-like receptor
GO:0008068	glutamate-gated chloride channel
GO:0008069	dorsal/ventral axis determination, follicular epithelium
GO:0008070	maternal determination of dorsal/ventral axis, follicular epithelium, germ-line encoded
GO:0008071	maternal determination of dorsal/ventral axis, follicular epithelium, soma encoded
GO:0008072	dorsal/ventral axis determination, oocyte
GO:0008073	ornithine decarboxylase inhibitor
GO:0008074	guanylate cyclase complex, soluble
GO:0008075	receptor guanylate cyclase
GO:0008076	voltage-gated potassium channel
GO:0008077	HSP70/HSP90 organizing protein
GO:0008078	mesoderm cell migration
GO:0008079	translation termination factor
GO:0008080	N-acetyltransferase
GO:0008081	phosphoric diester hydrolase
GO:0008083	growth factor
GO:0008084	imaginal disc growth factor
GO:0008086	light-activated voltage-gated calcium channel
GO:0008087	light-activated voltage-gated calcium channel complex
GO:0008088	axon cargo transport
GO:0008089	anterograde axon cargo transport
GO:0008090	retrograde axon cargo transport
GO:0008091	spectrin
GO:0008092	cytoskeletal protein binding
GO:0008093	cytoskeletal adaptor
GO:0008094	DNA dependent adenosinetriphosphatase
GO:0008095	inositol-1,4,5-triphosphate receptor
