class	size	virtual_size	pval (mean)	raw score (mean)	pval  (median)	virtual_size (median)	hyper pval	aroc rate	log-1	log-2	log-3	log-4	log-5	log-6	log-7	log-8	log-9	log-10
telomere maintenance(GO:0007004)	7	7	0.7142	0.310105372	0.8269	7	0.994743967	0.450903614	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
telomere(GO:0005696)	9	9	0.864	0.307946635	0.8398	9	0.99324631	0.363914834	0.173737232	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
temperature response(GO:0009266)	51	40	0.3951	0.494768599	0.5805	40	0.970262358	0.519138792	0.145456894	0.249790015	0.725302719	0.907842494	0.970262358	0.987999809	0.987999809	0.993982248	0.993982248	0.993982248
tetrahydrobiopterin biosynthesis(GO:0006729)	4	4	0.8894	0.104571929	0.9919	4	0.996993839	0.262908325	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
TFIID complex(GO:0005669)	13	10	0.4593	0.436495183	0.6565	10	0.992498158	0.498523429	0.296786476	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
TGFbeta receptor signaling pathway(GO:0007179)	30	25	0.2586	0.575347	0.4713	25	0.981329875	0.594068257	0.07792116	0.373537483	0.818320941	0.941426277	0.981329875	0.992491392	0.992491392	0.996238905	0.996238905	0.996238905
theta DNA polymerase(GO:0016452)	9	8	0.6374	0.308000473	0.8398	8	0.993994913	0.420018075	0.272339628	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
thiolester hydrolase(GO:0016790)	35	29	0.6675	0.323638715	0.8145	29	0.978368713	0.452115964	0.192835336	0.349722437	0.792429858	0.9323585	0.978368713	0.99129264	0.99129264	0.99563713	0.99563713	0.99563713
thioredoxin(GO:0000008)	4	4	0.4742	0.84067348	0.2301	4	0.996993839	0.546251694	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
threonine endopeptidase(GO:0004298)	33	29	0.6675	0.339813044	0.8009	29	0.978368713	0.421916195	0.128562529	0.374980473	0.792429858	0.9323585	0.978368713	0.99129264	0.99129264	0.99563713	0.99563713	0.99563713
thyroid hormone receptor(GO:0004887)	7	6	0.3072	0.591615859	0.4436	6	0.995493473	0.592932791	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
tight junction(GO:0005923)	12	12	0.7776	0.27508545	0.8762	12	0.991003207	0.379628234	0.2499014	0.647801948	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
toxin(GO:0015070)	9	8	0.3477	0.257628417	0.8948	8	0.993994913	0.448542702	0.116745444	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
transaminase(GO:0008483)	16	15	0.3269	0.608553221	0.4305	15	0.988764159	0.574939686	0.156738693	0.321569956	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
transcription co-activator(GO:0003713)	119	88	0.4742	0.436495183	0.6565	88	0.935515507	0.510887192	0.091620837	0.215783356	0.492061131	0.807766572	0.935515507	0.973695196	0.973695196	0.986760945	0.986760945	0.986760945
transcription co-repressor(GO:0003714)	77	67	0.2878	0.461982056	0.6204	67	0.048425869	0.559808102	0.031945597	0.213220388	0.083393247	0.010466172	0.048425869	0.979940629	0.979940629	0.989920265	0.989920265	0.989920265
transcription elongation factor complex(GO:0008023)	16	10	0.7142	0.338263015	0.8009	10	0.992498158	0.415127317	0.143009978	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
transcription elongation factor(GO:0003711)	9	7	0.6516	0.338263015	0.8009	7	0.994743967	0.409466437	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
transcription factor TFIIH(GO:0005675)	9	6	0.2678	0.547244773	0.509	6	0.995493473	0.578853586	0.215134072	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
"transcription factor, cytoplasmic sequestering(GO:0003719)"	4	4	0.202	0.414945554	0.6845	4	0.996993839	0.437415324	0.39450791	0.127478061	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
transcription initiation(GO:0006352)	23	17	0.3477	0.436495183	0.6565	17	0.987273709	0.549347884	0.185362063	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
"transcription initiation, from Pol II promoter(GO:0006367)"	18	14	0.4089	0.436495183	0.6565	14	0.989510058	0.532532144	0.236754398	0.602534892	0.893877164	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
"transcription regulation, from Pol I promoter(GO:0006356)"	4	4	0.2678	0.902534446	0.1936	4	0.996993839	0.631303628	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
"transcription, from Pol I promoter(GO:0006360)"	33	30	0.4742	0.46470588	0.6204	30	0.97762954	0.507964334	0.190527606	0.374136424	0.786083714	0.930104385	0.97762954	0.990993065	0.990993065	0.995486686	0.995486686	0.995486686
"transcription, from Pol III promoter(GO:0006383)"	15	13	0.1128	0.634929663	0.3962	13	0.990256407	0.655759375	0.013299797	8.05E-04	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
transcriptional activator(GO:0016563)	26	23	0.3825	0.345669412	0.7868	23	0.982813142	0.48873661	0.21502872	0.149437292	0.831575925	0.945991107	0.982813142	0.993091039	0.993091039	0.996539792	0.996539792	0.996539792
transcriptional gene silencing(GO:0016440)	4	4	0.0241	1.425135686	0.0426	4	0.996993839	0.869411411	0.01811626	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
transcriptional repressor complex(GO:0017053)	8	7	0.7142	0.534527919	0.5201	7	0.994743967	0.422052496	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
transcriptional repressor(GO:0016564)	24	23	0.1537	0.567415495	0.4832	23	0.017073038	0.556415406	0.058556127	0.149437292	0.154243921	0.052674342	0.017073038	0.993091039	0.993091039	0.996539792	0.996539792	0.996539792
"transferase, transferase, transferring other glycosyl groups(GO:0016764)"	14	13	0.6989	0.230164986	0.917	13	0.990256407	0.371617078	0.287170041	0.624760311	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
"transferase, transferring acyl groups(GO:0016746)"	80	63	0.4314	0.429515437	0.6697	63	0.953486311	0.511150167	0.103031111	0.272509562	0.307966695	0.858521459	0.953486311	0.981132499	0.981132499	0.99052204	0.99052204	0.99052204
"transferase, transferring aldehyde or ketonic groups(GO:0016744)"	4	4	0.5177	0.329865519	0.8145	4	0.996993839	0.445694716	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
"transferase, transferring alkyl or aryl (other than methyl) groups(GO:0016765)"	46	35	0.5015	0.410597798	0.6845	35	0.973940376	0.508223144	0.164155337	0.281233659	0.75509342	0.918910239	0.973940376	0.989495871	0.989495871	0.994734467	0.994734467	0.994734467
"transferase, transferring glycosyl groups(GO:0016757)"	101	87	0.5471	0.347289628	0.7868	87	0.936229096	0.46663688	0.107821533	0.136899305	0.496069005	0.809741551	0.936229096	0.973992145	0.973992145	0.986911389	0.986911389	0.986911389
"transferase, transferring groups other than amino-acyl groups(GO:0016747)"	79	62	0.4197	0.439913952	0.6565	62	0.954210845	0.515693046	0.099273637	0.273580222	0.305490714	0.860612545	0.954210845	0.98143058	0.98143058	0.990672484	0.990672484	0.990672484
"transferase, transferring hexosyl groups(GO:0016758)"	92	79	0.5933	0.331697968	0.8009	79	0.9419535	0.455270279	0.104830493	0.166405274	0.529306172	0.825705149	0.9419535	0.976369366	0.976369366	0.988114939	0.988114939	0.988114939
"transferase, transferring nitrogenous groups(GO:0016769)"	16	15	0.3269	0.608553221	0.4305	15	0.988764159	0.574939686	0.156738693	0.321569956	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
"transferase, transferring one-carbon groups(GO:0016741)"	63	54	0.5933	0.28415537	0.8645	54	0.960022985	0.421400925	0.069429211	0.282312314	0.647889126	0.87751396	0.960022985	0.983816855	0.983816855	0.991876034	0.991876034	0.991876034
"transferase, transferring pentosyl groups(GO:0016763)"	18	17	0.3951	0.585695312	0.4597	17	0.987273709	0.562532162	0.185362063	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
"transferase, transferring sulfur-containing groups(GO:0016782)"	14	14	0.6095	0.642598825	0.3854	14	0.989510058	0.492020417	0.19757089	0.602534892	0.893877164	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
"transferring alkyl or aryl groups, other than methyl groups(GO:0016766)"	46	35	0.5015	0.410597798	0.6845	35	0.973940376	0.508223144	0.164155337	0.281233659	0.75509342	0.918910239	0.973940376	0.989495871	0.989495871	0.994734467	0.994734467	0.994734467
transforming growth factor-beta receptor ligand(GO:0005160)	5	5	0.6237	0.552438882	0.4961	5	0.99624343	0.486750979	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
transforming growth factor-beta receptor(GO:0005024)	9	7	0.2678	0.379353923	0.7412	7	0.994743967	0.444535284	0.385408169	0.200235489	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
transition metal transport(GO:0000041)	26	20	0.2498	0.418084459	0.6845	20	0.985041406	0.482058247	0.21073317	0.027449254	0.13733316	0.046116263	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
transketolase and transaldolase(GO:0016745)	4	4	0.5177	0.329865519	0.8145	4	0.996993839	0.445694716	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
translation elongation factor(GO:0003746)	35	27	0.6095	0.338542275	0.8009	27	0.979848399	0.449714669	0.151903646	0.376059136	0.805273313	0.936882104	0.979848399	0.991891925	0.991891925	0.995938017	0.995938017	0.995938017
"translation factor, nucleic acid binding(GO:0008135)"	112	88	0.3594	0.488036469	0.5932	88	0.935515507	0.534052794	0.066186882	0.228813587	0.352692963	0.807766572	0.935515507	0.973695196	0.973695196	0.986760945	0.986760945	0.986760945
translation initiation factor(GO:0003743)	47	39	0.4197	0.347618265	0.7868	39	0.970997071	0.479624542	0.104259394	0.246012206	0.230525077	0.910045995	0.970997071	0.988298931	0.988298931	0.994132691	0.994132691	0.994132691
translation regulator(GO:0045182)	112	88	0.3594	0.488036469	0.5932	88	0.935515507	0.534052794	0.066186882	0.228813587	0.352692963	0.807766572	0.935515507	0.973695196	0.973695196	0.986760945	0.986760945	0.986760945
translation release factor(GO:0003747)	29	21	0.1947	0.595132088	0.4436	21	0.984298203	0.66663792	0.089248473	0.362542058	0.845041494	0.950576682	0.984298203	0.993690867	0.993690867	0.99684068	0.99684068	0.99684068
translation termination factor(GO:0008079)	29	21	0.1947	0.595132088	0.4436	21	0.984298203	0.66663792	0.089248473	0.362542058	0.845041494	0.950576682	0.984298203	0.993690867	0.993690867	0.99684068	0.99684068	0.99684068
translational regulation(GO:0006445)	56	41	0.2878	0.466863712	0.6204	41	0.969528089	0.544431153	0.048280407	0.253299269	0.238547421	0.905643995	0.969528089	0.987700732	0.987700732	0.993831804	0.993831804	0.993831804
"translational regulation, initiation(GO:0006446)"	29	24	0.2498	0.635843144	0.3962	24	0.982071285	0.565220947	0.030948823	0.371787915	0.824922313	0.943706105	0.982071285	0.992791193	0.992791193	0.996389349	0.996389349	0.996389349
transmembrane receptor protein kinase(GO:0019199)	59	46	0.3477	0.517469416	0.5534	46	0.965863412	0.556852387	0.139349524	0.266945294	0.691073292	0.894726172	0.965863412	0.986206028	0.986206028	0.993079585	0.993079585	0.993079585
transmembrane receptor protein phosphatase(GO:0019198)	19	17	0.3726	0.510885631	0.5534	17	0.987273709	0.506609884	0.246938359	0.339073921	0.119523932	0.039466127	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
transmembrane receptor protein serine/threonine kinase signaling pathway(GO:0007178)	36	31	0.2498	0.575347	0.4713	31	0.976890814	0.581610563	0.085523476	0.20595314	0.779787441	0.927855379	0.976890814	0.990693536	0.990693536	0.995336242	0.995336242	0.995336242
transmembrane receptor protein serine/threonine kinase(GO:0004675)	9	7	0.2678	0.379353923	0.7412	7	0.994743967	0.444535284	0.385408169	0.200235489	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
transmembrane receptor protein tyrosine kinase docking protein(GO:0005069)	41	36	0.4453	0.381941438	0.7296	36	0.973203882	0.504252172	0.174135743	0.361367388	0.749040795	0.916686621	0.973203882	0.989196568	0.989196568	0.994584023	0.994584023	0.994584023
transmembrane receptor protein tyrosine kinase signaling pathway(GO:0007169)	83	71	0.6095	0.340855191	0.7868	71	0.947705871	0.468588294	0.048197206	0.200124075	0.564725505	0.841963428	0.947705871	0.978749484	0.978749484	0.98931849	0.98931849	0.98931849
transmembrane receptor protein tyrosine kinase signaling protein(GO:0005066)	51	45	0.4314	0.381941438	0.7296	45	0.966595459	0.507472483	0.136102333	0.326063428	0.696666037	0.896899816	0.966595459	0.986504878	0.986504878	0.993230029	0.993230029	0.993230029
transmembrane receptor protein tyrosine kinase(GO:0004714)	50	39	0.3594	0.556987489	0.4961	39	0.970997071	0.576989042	0.141297928	0.351194132	0.731167104	0.910045995	0.970997071	0.988298931	0.988298931	0.994132691	0.994132691	0.994132691
transmembrane receptor protein tyrosine phosphatase signaling pathway(GO:0007185)	26	21	0.3373	0.510885631	0.5534	21	0.984298203	0.543486697	0.214358276	0.133287521	0.143068327	0.048312474	0.984298203	0.993690867	0.993690867	0.99684068	0.99684068	0.99684068
transmembrane receptor protein tyrosine phosphatase(GO:0005001)	19	17	0.3726	0.510885631	0.5534	17	0.987273709	0.506609884	0.246938359	0.339073921	0.119523932	0.039466127	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
triacylglycerol metabolism(GO:0006641)	10	9	0.8364	0.261429507	0.8857	9	0.99324631	0.408824613	0.173737232	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
tricarboxylic acid cycle(GO:0006099)	69	53	0.4593	0.465035208	0.6204	53	0.960751489	0.517720512	0.133980182	0.287324096	0.653138801	0.879648381	0.960751489	0.984115343	0.984115343	0.992026478	0.992026478	0.992026478
tricarboxylic acid transporter(GO:0015142)	7	5	0.6829	0.114882008	0.9884	5	0.99624343	0.376633544	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
tRNA binding(GO:0000049)	9	8	0.1872	1.162007755	0.095	8	0.993994913	0.604402018	0.031246324	0.220741534	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
tRNA ligase(GO:0004812)	75	59	0.4197	0.342456557	0.7868	59	0.956387089	0.463822255	0.11176843	0.193029421	0.297703918	0.866914489	0.956387089	0.982325093	0.982325093	0.991123815	0.991123815	0.991123815
tRNA metabolism(GO:0006399)	18	14	0.4314	0.428806884	0.6697	14	0.989510058	0.475092072	0.236754398	0.311155874	0.893877164	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
tRNA processing(GO:0008033)	10	10	0.5309	0.342456557	0.7868	10	0.992498158	0.485128823	0.296786476	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
tropomyosin binding(GO:0005523)	6	5	0.0915	1.130909155	0.1037	5	0.99624343	0.68955134	0.037307005	0.153710562	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
troponin complex(GO:0005861)	7	5	0.7142	0.233598308	0.917	5	0.99624343	0.394579946	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
trypsin(GO:0004295)	37	32	0.5177	0.384355008	0.7296	32	0.976152535	0.474140212	0.151695976	0.3712339	0.199897143	0.925611472	0.976152535	0.990394052	0.990394052	0.995185798	0.995185798	0.995185798
tubulin binding(GO:0015631)	55	48	0.6095	0.363550219	0.7555	48	0.964400647	0.461686114	0.106210135	0.311961872	0.680019635	0.890393691	0.964400647	0.985608463	0.985608463	0.992778697	0.992778697	0.992778697
tumor antigen(GO:0008222)	29	27	0.5471	0.336063621	0.8009	27	0.979848399	0.434676066	0.151903646	0.17953673	0.805273313	0.936882104	0.979848399	0.991891925	0.991891925	0.995938017	0.995938017	0.995938017
tumor necrosis factor receptor ligand(GO:0005164)	6	4	0.8894	0.352827381	0.7725	4	0.996993839	0.326810176	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
tumor suppressor(GO:0008181)	94	78	0.5177	0.35473497	0.7725	78	0.942671015	0.494634862	0.107423243	0.058630993	0.533611456	0.827721215	0.942671015	0.976666722	0.976666722	0.988265383	0.988265383	0.988265383
ubiquinol-cytochrome c reductase(GO:0008121)	8	7	0.4453	0.515550675	0.5534	7	0.994743967	0.534939759	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
ubiquitin activating enzyme(GO:0004839)	7	5	0.3477	0.907226738	0.1936	5	0.99624343	0.656850346	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
ubiquitin conjugating enzyme(GO:0004840)	54	43	0.3726	0.474087471	0.6041	43	0.968060886	0.534742862	0.102555092	0.259525368	0.246260376	0.901261963	0.968060886	0.987102714	0.987102714	0.993530916	0.993530916	0.993530916
ubiquitin C-terminal hydrolase(GO:0004221)	23	17	0.6095	0.323638715	0.8145	17	0.987273709	0.498899831	0.185362063	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
ubiquitin cycle(GO:0006512)	78	62	0.4453	0.347347605	0.7868	62	0.954210845	0.480321846	0.059839831	0.201567292	0.074151863	0.860612545	0.954210845	0.98143058	0.98143058	0.990672484	0.990672484	0.990672484
ubiquitin ligase complex(GO:0000151)	53	40	0.6237	0.372654629	0.7412	40	0.970262358	0.451827607	0.081171207	0.234487822	0.725302719	0.907842494	0.970262358	0.987999809	0.987999809	0.993982248	0.993982248	0.993982248
ubiquitin-protein ligase(GO:0004842)	70	57	0.4866	0.365240681	0.7555	57	0.957840123	0.476018955	0.114668875	0.267248918	0.292205856	0.871139791	0.957840123	0.982921662	0.982921662	0.991424703	0.991424703	0.991424703
